"taxon_name","taxon_authors","accepted_plant_name_id","number_records","number_tdwg3"
"Linaria thibetica","Franch.",2499712,0,0
"Linaria vulgaris","Mill.",2498895,95,32
"Linaria yunnanensis","W.W.Sm.",2498910,0,0
"Lindelofia stylosa","(Kar. & Kir.) Brand",2342981,4,4
"Lindenbergia grandiflora","Benth.",2498909,2,2
"Lindenbergia muraria","(Roxb. ex D.Don) Brühl",2498863,7,5
"Lindenbergia philippensis","(Cham. & Schltdl.) Benth.",2498859,1,1
"Lindera aggregata","(Sims) Kosterm.",2351909,9,6
"Lindera akoensis","Hayata",2351819,1,1
"Lindera angustifolia","W.C.Cheng",2351820,18,12
"Lindera chienii","W.C.Cheng",2351810,4,3
"Lindera chunii","Merr.",2351811,0,0
"Lindera communis","Hemsl.",2351837,4,2
"Lindera erythrocarpa","Makino",2351859,21,13
"Lindera floribunda","(C.K.Allen) H.P.Tsui",2351842,0,0
"Lindera foveolata","H.W.Li",2351844,0,0
"Lindera fragrans","Oliv.",2351944,2,2
"Lindera glauca","(Siebold & Zucc.) Blume",2352012,18,12
"Lindera gracilipes","H.W.Li",2352006,0,0
"Lindera guangxiensis","H.P.Tsui",2351998,0,0
"Lindera kariensis","W.W.Sm.",2351997,0,0
"Lindera kwangtungensis","(H.Liu) C.K.Allen",2352000,0,0
"Lindera latifolia","Hook.f.",2352029,0,0
"Lindera limprichtii","H.J.P.Winkl.",2352021,0,0
"Lindera longipedunculata","C.K.Allen",2352040,0,0
"Lindera lungshengensis","S.Lee",2352043,0,0
"Lindera megaphylla","Hemsl.",2352055,1,1
"Lindera menghaiensis","H.W.Li",2352052,0,0
"Lindera metcalfiana","C.K.Allen",2352053,0,0
"Lindera motuoensis","H.P.Tsui",2352025,0,0
"Lindera nacusua","(D.Don) Merr.",2352027,0,0
"Lindera neesiana","(Wall. ex Nees) Kurz",2352030,1,
"Lindera obtusiloba","Blume",2352036,35,15
"Lindera praecox","(Siebold & Zucc.) Blume",2351952,30,12
"Lindera prattii","Gamble",2351930,0,0
"Lindera pulcherrima","(Nees) Benth. ex Hook.f.",2355137,0,0
"Lindera reflexa","Hemsl.",2351940,11,9
"Lindera robusta","(C.K.Allen) H.P.Tsui",2351958,0,0
"Lindera rubronervia","Gamble",2351976,2,1
"Lindera setchuenensis","Gamble",2351974,0,0
"Lindera supracostata","Lecomte",2351964,0,0
"Lindera thomsonii","C.K.Allen",2351966,0,0
"Lindera tienchuanensis","W.P.Fang & H.S.Kung",2351970,0,0
"Lindera tonkinensis","Lecomte",2351971,1,1
"Lindera villipes","H.P.Tsui",2351622,0,0
"Torenia anagallis","(Burm.f.) Wannan, W.R.Barker & Y.S.Liang",3237411,2,2
"Bonnaya antipoda","(L.) Druce",2679428,3,3
"Vandellia brevipedunculata","(Migo) T.Yamaz.",2454587,0,0
"Bonnaya ciliata","(Colsm.) Spreng.",2679435,8,4
"Torenia crustacea","(L.) Cham. & Schltdl.",2520364,12,7
"Vandellia cyrtotricha","(P.C.Tsoong & T.C.Ku) Y.S.Liang & J.C.Wang",2999151,0,0
"Vandellia delicatula","(P.C.Tsoong & T.C.Ku) Eb.Fisch., Sch?ferh. & Kai Müll.",2999289,0,0
"Torenia dictyophora","(P.C.Tsoong) Eb.Fisch., Sch?ferh. & Kai Müll.",2999031,0,0
"Vandellia elata","Benth.",2454634,0,0
"Lindernia hyssopioides","(L.) Haines",2498771,0,0
"Lindernia jiuhuanica","X.H.Guo & X.L.Liu",2498763,0,0
"Vandellia kiangsiensis","(P.C.Tsoong) Eb.Fisch., Sch?ferh. & Kai Müll.",2999249,0,0
"Torenia kinmenensis","(Y.S.Liang, Chih H.Chen & J.L.Tsai) Y.S.Liang & J.C.Wang",3010621,0,0
"Vandellia macrobotrys","(P.C.Tsoong) Eb.Fisch., Sch?ferh. & Kai Müll.",2999250,0,0
"Vandellia megaphylla","(P.C.Tsoong) Eb.Fisch., Sch?ferh. & Kai Müll.",2999253,0,0
"Vandellia micrantha","(D.Don) Eb.Fisch., Sch?ferh. & Kai Müll.",2999254,0,0
"Vandellia montana","(Blume) Benth.",2454525,2,2
"Craterostigma nummulariifolium","(D.Don) Eb.Fisch., Sch?ferh. & Kai Müll.",2994869,2,1
"Torenia oblonga","(Benth.) Hance",2519895,1,1
"Lindernia procumbens","(Krock.) Philcox",2498807,3,3
"Bonnaya ruelloides","(Colsm.) Spreng.",2679468,6,4
"Vandellia scutellariiformis","(T.Yamaz.) T.Yamaz.",2454574,0,0
"Vandellia setulosa","(Maxim.) T.Yamaz.",2454553,0,0
"Vandellia stricta","(P.C.Tsoong & T.C.Ku) Eb.Fisch., Sch?ferh. & Kai Müll.",2999245,0,0
"Torenia taishanensis","(F.Z.Li) Y.S.Liang & J.C.Wang",3010632,0,0
"Bonnaya tenuifolia","(Colsm.) Spreng.",2679470,1,
"Yamazakia viscosa","(Hornem.) W.R.Barker, Y.S.Liang & Wannan",3237813,2,1
"Vandellia yaoshanensis","(P.C.Tsoong) Eb.Fisch., Sch?ferh. & Kai Müll.",2999265,0,0
"Linnaea borealis","L.",2337127,54,19
"Linum altaicum","Ledeb. ex Juz.",2347372,5,4
"Linum amurense","Alef.",2347366,5,3
"Linum corymbulosum","Rchb.",2347582,4,2
"Linum heterosepalum","Regel",2347538,0,0
"Linum nutans","Maxim.",2347285,0,0
"Linum pallescens","Bunge",2347270,4,2
"Linum perenne","L.",2347281,192,45
"Linum stelleroides","Planch.",2347243,0,0
"Liparis amabilis","Fukuy.",112621,0,0
"Liparis assamica","King & Pantl.",112649,0,0
"Liparis auriculata","Blume ex Miq.",112654,0,0
"Liparis averyanoviana","Szlach.",112660,0,0
"Liparis balansae","Gagnep.",112661,1,1
"Liparis barbata","Lindl.",112663,1,1
"Liparis bautingensis","Tang & F.T.Wang",112665,0,0
"Liparis bistriata","C.S.P.Parish & Rchb.f.",112684,1,1
"Liparis bootanensis","Griff.",112692,3,2
"Liparis campylostalix","Rchb.f.",112712,0,0
"Liparis cathcartii","Hook.f.",112718,0,0
"Liparis cespitosa","(Lam.) Lindl.",112707,5,3
"Liparis chapaensis","Gagnep.",112723,0,0
"Liparis condylobulbon","Rchb.f.",112743,10,7
"Liparis cordifolia","Hook.f.",112750,0,0
"Liparis delicatula","Hook.f.",112773,1,1
"Liparis distans","C.B.Clarke",112783,1,1
"Liparis dunnii","Rolfe",112796,0,0
"Liparis elliptica","Wight",112806,2,1
"Liparis esquirolii","Schltr.",112814,0,0
"Liparis fargesii","Finet",112819,0,0
"Liparis ferruginea","Lindl.",112821,0,0
"Liparis fissilabris","Tang & F.T.Wang",112827,0,0
"Liparis formosana","Rchb.f.",112838,2,2
"Liparis gigantea","C.L.Tso",112854,1,
"Liparis glossula","Rchb.f.",112858,0,0
"Liparis grossa","Rchb.f.",112872,3,3
"Liparis guangxiensis","C.L.Feng & X.H.Jin",466436,0,0
"Liparis henryi","Rolfe",112887,0,0
"Liparis inaperta","Finet",112897,0,0
"Liparis krameri","Franch. & Sav.",112928,0,0
"Liparis kwangtungensis","Schltr.",112933,0,0
"Liparis latifolia","Lindl.",112942,6,4
"Liparis latilabris","Rolfe",112944,0,0
"Liparis liangzuensis","T.P.Lin & W.M.Lin",473686,0,0
"Liparis luteola","Lindl.",112975,0,0
"Liparis mannii","Rchb.f.",112992,0,0
"Liparis nakaharae","Hayata",113023,0,0
"Liparis nervosa","(Thunb.) Lindl.",113032,4,2
"Liparis odorata","(Willd.) Lindl.",113055,1,1
"Liparis pauliana","Hand.-Mazz.",113084,0,0
"Liparis perpusilla","Hook.f.",113092,0,0
"Liparis petiolata","(D.Don) P.F.Hunt & Summerh.",113096,0,0
"Liparis platyrachis","Hook.f.",113109,0,0
"Liparis regnieri","Finet",113144,1,1
"Liparis resupinata","Ridl.",113147,0,0
"Liparis rostrata","Rchb.f.",113159,0,0
"Liparis sasakii","Hayata",113174,0,0
"Liparis siamensis","Rolfe ex Downie",113189,0,0
"Liparis somae","Hayata",113195,0,0
"Liparis sootenzanensis","Fukuy.",113196,0,0
"Liparis stricklandiana","Rchb.f.",113208,1,
"Liparis tschangii","Schltr.",113257,1,1
"Liparis viridiflora","(Blume) Lindl.",113272,21,13
"Cyperus albescens","(Steud.) Larridon & Govaerts",498810,4,3
"Cyperus leptocarpus","(F.Muell.) Bauters",489545,4,2
"Cyperus neochinensis","(Tang & F.T.Wang) Bauters",489610,0,0
"Cyperus persquarrosus","T.Koyama",237963,0,0
"Liquidambar acalycina","H.T.Chang",500191,24,14
"Liquidambar formosana","Hance",500205,111,31
"Magnolia albosericea","Chun & C.H.Tsoong",117436,0,0
"Magnolia championii","Benth.",117506,1,1
"Magnolia coco","(Lour.) DC.",117512,15,7
"Magnolia delavayi","Franch.",117536,27,14
"Magnolia fistulosa","(Finet & Gagnep.) Dandy",117575,1,
"Magnolia xiana","Noot.",458282,0,0
"Magnolia henryi","Dunn",117634,1,1
"Liriodendron chinense","(Hemsl.) Sarg.",113846,66,22
"Liriope graminifolia","(L.) Baker",279457,23,10
"Liriope kansuensis","(Batalin) C.H.Wright",279458,1,1
"Liriope longipedicellata","F.T.Wang & Tang",280272,1,1
"Liriope minor","(Maxim.) Makino",279459,12,8
"Liriope muscari","(Decne.) L.H.Bailey",280317,158,50
"Liriope spicata","Lour.",279460,70,38
"Lithocarpus amoenus","Chun & C.C.Huang",114282,0,0
"Lithocarpus amygdalifolius","(Skan) Hayata",114283,0,0
"Lithocarpus apricus","C.C.Huang & Y.T.Chang",114291,0,0
"Lithocarpus arcaulus","(Buch.-Ham. ex D.Don) C.C.Huang & Y.T.Chang",114292,0,0
"Lithocarpus areca","(Hickel & A.Camus) A.Camus",114293,1,
"Lithocarpus attenuatus","(Skan) Rehder",114300,0,0
"Lithocarpus bacgiangensis","(Hickel & A.Camus) A.Camus",114302,0,0
"Lithocarpus balansae","(Drake) A.Camus",114304,0,0
"Lithocarpus bonnetii","(Hickel & A.Camus) A.Camus",114317,0,0
"Lithocarpus brachystachyus","Chun",114322,0,0
"Lithocarpus brevicaudatus","(Skan) Hayata",114327,1,1
"Lithocarpus calolepis","Y.C.Hsu & H.Wei Jen",114337,0,0
"Lithocarpus calophyllus","Chun ex C.C.Huang & Y.T.Chang",114338,0,0
"Lithocarpus caudatilimbus","(Merr.) A.Camus",114347,0,0
"Lithocarpus chifui","Chun & Tsiang",114355,0,0
"Lithocarpus chiungchungensis","Chun & P.C.Tam",114358,0,0
"Lithocarpus chrysocomus","Chun & Tsiang",114359,0,0
"Lithocarpus cinereus","Chun & C.C.Huang",114361,0,0
"Lithocarpus cleistocarpus","(Seemen) Rehder & E.H.Wilson",114363,1,1
"Lithocarpus elegans","(Blume) Hatus. ex Soepadmo",114453,5,4
"Lithocarpus confinis","S.H.Huang ex Y.C.Hsu & H.W.Jen",114374,0,0
"Lithocarpus corneus","(Lour.) Rehder",114382,7,2
"Lithocarpus craibianus","Barnett",114395,0,0
"Lithocarpus crassifolius","A.Camus",114396,1,
"Lithocarpus cryptocarpus","A.Camus",114400,0,0
"Lithocarpus cucullatus","C.C.Huang & Y.T.Chang",114401,0,0
"Lithocarpus cyrtocarpus","(Drake) A.Camus",114409,0,0
"Lithocarpus damiaoshanicus","C.C.Huang & Y.T.Chang",114414,0,0
"Lithocarpus dealbatus","(Hook.f. & Thomson ex Miq.) Rehder",114417,3,1
"Lithocarpus dodonaeifolius","(Hayata) Hayata",114434,0,0
"Lithocarpus echinophorus","(Hickel & A.Camus) A.Camus",114442,0,0
"Lithocarpus echinotholus","(Hu) H.Y.Chun & Huang ex Y.C.Hsu & H.W.Jen",114447,0,0
"Lithocarpus elaeagnifolius","(Seemen) Chun",114451,0,0
"Lithocarpus elizabethae","(Tutcher) Rehder",114457,0,0
"Lithocarpus elmerrillii","Chun",114459,0,0
"Lithocarpus eriobotryoides","C.C.Huang & Y.T.Chang",114463,0,0
"Lithocarpus paniculatus","Hand.-Mazz.",114688,1,
"Lithocarpus farinulentus","(Hance) A.Camus",114472,0,0
"Lithocarpus fenestratus","(Roxb.) Rehder",114473,3,2
"Lithocarpus fenzelianus","A.Camus",114478,0,0
"Lithocarpus floccosus","C.C.Huang & Y.T.Chang",114485,0,0
"Lithocarpus fohaiensis","(Hu) A.Camus",114486,1,
"Lithocarpus fordianus","(Hemsl.) Chun",114487,0,0
"Lithocarpus formosanus","(Skan) Hayata",114488,0,0
"Lithocarpus gaoligongensis","C.C.Huang & Y.T.Chang",114490,0,0
"Lithocarpus garrettianus","(Craib) A.Camus",114491,0,0
"Lithocarpus glaber","(Thunb.) Nakai",114494,23,13
"Lithocarpus gymnocarpus","A.Camus",114505,0,0
"Lithocarpus haipinii","Chun",114507,0,0
"Lithocarpus hancei","(Benth.) Rehder",114510,5,4
"Lithocarpus handelianus","A.Camus",114511,0,0
"Lithocarpus harlandii","(Hance ex Walp.) Rehder",114512,2,1
"Lithocarpus henryi","(Seemen) Rehder & E.H.Wilson",114522,9,7
"Lithocarpus howii","Chun",114526,0,0
"Lithocarpus hypoglaucus","(Hu) C.C.Huang ex Y.C.Hsu & H.W.Jen",114528,0,0
"Lithocarpus irwinii","(Hance) Rehder",114538,0,0
"Lithocarpus iteaphyllus","(Hance) Rehder",114540,0,0
"Lithocarpus ithyphyllus","Chun ex H.T.Chang",114541,0,0
"Lithocarpus jenkinsii","(Benth.) C.C.Huang & Y.T.Chang",114545,0,0
"Lithocarpus kawakamii","(Hayata) Hayata",114551,3,2
"Lithocarpus konishii","(Hayata) Hayata",114560,1,
"Lithocarpus laetus","Chun & C.C.Huang ex Y.C.Hsu & H.W.Jen",114571,0,0
"Lithocarpus laoticus","(Hickel & A.Camus) A.Camus",114574,0,0
"Lithocarpus lepidocarpus","(Hayata) Hayata",114588,1,1
"Lithocarpus leucodermis","Chun & C.C.Huang",114590,0,0
"Lithocarpus levis","Chun & C.C.Huang",114592,0,0
"Lithocarpus listeri","(King) Grierson & D.G.Long",114596,0,0
"Lithocarpus litseifolius","(Hance) Chun",114598,0,0
"Lithocarpus longanoides","C.C.Huang & Y.T.Chang",114602,0,0
"Lithocarpus longipedicellatus","(Hickel & A.Camus) A.Camus",114605,0,0
"Lithocarpus lycoperdon","(Skan) A.Camus",114613,0,0
"Lithocarpus macilentus","Chun & C.C.Huang",114615,0,0
"Lithocarpus magneinii","(Hickel & A.Camus) A.Camus",114617,0,0
"Lithocarpus mairei","(Schottky) Rehder",114620,1,1
"Lithocarpus megalophyllus","Rehder & E.H.Wilson",114624,0,0
"Lithocarpus mekongensis","(A.Camus) C.C.Huang & Y.T.Zhang",114627,0,0
"Lithocarpus melanochromus","Chun & Tsiang ex C.C.Huang & Y.T.Chang",114628,0,0
"Lithocarpus mianningensis","Hu",114632,0,0
"Lithocarpus vestitus","(Hickel & A.Camus) A.Camus",114843,0,0
"Lithocarpus naiadarum","(Hance) Chun",114647,0,0
"Lithocarpus nantoensis","(Hayata) Hayata",114649,1,
"Lithocarpus oblanceolatus","C.C.Huang & Y.T.Chang",114659,0,0
"Lithocarpus obovatilimbus","Chun",114663,0,0
"Lithocarpus obscurus","C.C.Huang & Y.T.Chang",114664,0,0
"Lithocarpus oleifolius","A.Camus",114668,0,0
"Lithocarpus pachylepis","A.Camus",114679,0,0
"Lithocarpus pachyphyllus","(Kurz) Rehder",114681,1,1
"Lithocarpus paihengii","Chun & Tsiang",114684,0,0
"Lithocarpus pakhaensis","A.Camus",114685,0,0
"Lithocarpus petelotii","A.Camus",114698,0,0
"Lithocarpus phansipanensis","A.Camus",114699,0,0
"Lithocarpus propinquus","C.C.Huang & Y.T.Chang",114714,0,0
"Lithocarpus pseudoreinwardtii","A.Camus",114722,0,0
"Lithocarpus pseudovestitus","A.Camus",114724,0,0
"Lithocarpus pseudoxizangensis","Z.K.Zhou & H.Sun",114725,0,0
"Lithocarpus qinzhouicus","C.C.Huang & Y.T.Chang",114731,0,0
"Lithocarpus quercifolius","C.C.Huang & Y.T.Chang",114733,0,0
"Lithocarpus rhabdostachyus","(Hickel & A.Camus) A.Camus",114743,0,0
"Lithocarpus rosthornii","(Schottky) Barnett",114754,0,0
"Lithocarpus shinsuiensis","Hayata & Kaneh.",114771,0,0
"Lithocarpus silvicolarum","(Hance) Chun",114776,0,0
"Lithocarpus skanianus","(Dunn) Rehder",114777,0,0
"Lithocarpus sphaerocarpus","(Hickel & A.Camus) A.Camus",114784,0,0
"Lithocarpus tabularis","Y.C.Hsu & H.Wei Jen",114808,0,0
"Lithocarpus taitoensis","(Hayata) Hayata",114809,0,0
"Lithocarpus talangensis","C.C.Huang & Y.T.Chang",114810,0,0
"Lithocarpus tenuilimbus","H.T.Chang",114813,0,0
"Lithocarpus tephrocarpus","(Drake) A.Camus",114816,0,0
"Lithocarpus thomsonii","(Miq.) Rehder",114823,3,2
"Lithocarpus trachycarpus","(Hickel & A.Camus) A.Camus",114826,0,0
"Lithocarpus triqueter","(Hickel & A.Camus) A.Camus",114829,0,0
"Lithocarpus truncatus","(King ex Hook.f.) Rehder",114830,2,
"Lithocarpus tubulosus","(Hickel & A.Camus) A.Camus",114833,0,0
"Lithocarpus uvariifolius","(Hance) Rehder",114838,0,0
"Lithocarpus variolosus","(Franch.) Chun",114841,2,2
"Lithocarpus xizangensis","C.C.Huang & Y.T.Chang",114857,0,0
"Lithocarpus xylocarpus","(Kurz) Markgr.",114858,0,0
"Lithocarpus yangchunensis","H.G.Ye & F.G.Wang",344350,0,0
"Lithocarpus yongfuensis","Q.F.Zheng",114860,0,0
"Buglossoides arvensis","(L.) I.M.Johnst.",2685783,26,12
"Lithospermum erythrorhizon","Siebold & Zucc.",2343549,12,9
"Lithospermum hancockianum","Oliv.",2343394,0,0
"Lithospermum officinale","L.",2343333,80,26
"Aegonychon zollingeri","(DC.) Holub",2623484,3,3
"Litsea acutivena","Hayata",2351605,0,0
"Litsea akoensis","Hayata",2351620,0,0
"Litsea albescens","(Hook.f.) D.G.Long",2351567,0,0
"Litsea auriculata","S.S.Chien & W.C.Cheng",2351606,3,2
"Litsea balansae","Lecomte",2351600,0,0
"Litsea baviensis","Lecomte",2351577,0,0
"Litsea beilschmiediifolia","H.W.Li",2351589,0,0
"Litsea biflora","H.P.Tsui",2351586,0,0
"Litsea cangyuanensis","J.Li & H.W.Li",2604820,0,0
"Litsea chinpingensis","Yen C.Yang & P.H.Huang",2351764,0,0
"Litsea chunii","W.C.Cheng",2351736,1,
"Litsea coelestis","H.P.Tsui",2351741,0,0
"Litsea coreana","H.Lév.",2351796,0,0
"Litsea cubeba","(Lour.) Pers.",2351783,6,4
"Litsea dilleniifolia","P.Y.Pai & P.H.Huang",2351688,0,0
"Litsea elongata","(Nees) Hook.f.",2351694,1,1
"Litsea foveola","Kosterm.",2351705,0,0
"Litsea garciae","S.Vidal",2352102,8,4
"Litsea glutinosa","(Lour.) C.B.Rob.",2352381,22,13
"Litsea gongshanensis","H.W.Li",2352378,0,0
"Litsea greenmaniana","C.K.Allen",2352430,0,0
"Litsea hayatae","Kaneh.",2352439,0,0
"Litsea honghoensis","H.Liu",2352415,0,0
"Litsea hunanensis","Yen C.Yang & P.H.Huang",2352420,0,0
"Litsea hupehana","Hemsl.",2352421,0,0
"Litsea hypophaea","Hayata",2352376,3,2
"Litsea ichangensis","Gamble",2352330,0,0
"Litsea kingii","Hook.f.",2352323,0,0
"Litsea kobuskiana","C.K.Allen",2352316,0,0
"Litsea kwangsiensis","Yen C.Yang & P.H.Huang",2352322,0,0
"Litsea kwangtungensis","H.T.Chang",2352346,0,0
"Litsea lancifolia","(Roxb. ex Nees) Fern.-Vill.",2352367,0,0
"Litsea lancilimba","Merr.",2352373,0,0
"Litsea litseifolia","(C.K.Allen) Yen C.Yang & P.H.Huang",2352440,0,0
"Cinnadenia liyuyingii","(H.Liu) de Kok & Sengun",3273145,0,0
"Lindera longistaminata","(H.Liu) Dao",3292337,0,0
"Litsea machiloides","Yen C.Yang & P.H.Huang",2352513,0,0
"Litsea martabanica","(Kurz) Hook.f.",2352563,0,0
"Litsea mollis","Hemsl.",2352544,0,0
"Litsea monopetala","(Roxb.) Pers.",2352548,11,7
"Litsea morrisonensis","Hayata",2352556,0,0
"Litsea moupinensis","Lecomte",2352460,0,0
"Litsea oligophlebia","H.T.Chang",2352444,0,0
"Litsea panamanja","(Buch.-Ham. ex Nees) Hook.f.",2352137,0,0
"Litsea pedunculata","(Diels) Yen C.Yang & P.H.Huang",2352146,0,0
"Litsea pittosporifolia","Yen C.Yang & P.H.Huang",2352096,0,0
"Litsea populifolia","Gamble",2352103,2,2
"Litsea pseudoelongata","H.Liu",2352202,0,0
"Litsea pungens","Hemsl.",2352277,1,1
"Litsea rotundifolia","(Nees) Hemsl.",2352257,1,1
"Litsea rubescens","Lecomte",2352301,0,0
"Litsea salicifolia","(Roxb. ex Nees) Hook.f.",2352312,2,2
"Litsea semecarpifolia","(Wall. ex Nees) Hook.f.",2352296,0,0
"Litsea sericea","(Wall. ex Nees) Hook.f.",2352298,1,1
"Litsea sinoglobosa","J.Li & H.W.Li",2604822,0,0
"Litsea subcoriacea","Yen C.Yang & P.H.Huang",2352187,0,0
"Litsea suberosa","Yen C.Yang & P.H.Huang",2352189,0,0
"Litsea szemaois","(H.Liu) J.Li & H.W.Li",2604823,0,0
"Litsea taronensis","H.W.Li",2352224,0,0
"Litsea tibetana","Yen C.Yang & P.H.Huang",2352247,0,0
"Litsea tsinlingensis","Yen C.Yang & P.H.Huang",2352228,0,0
"Litsea umbellata","(Lour.) Merr.",2352232,9,5
"Litsea vang","Lecomte",2350852,0,0
"Litsea variabilis","Hemsl.",2350861,0,0
"Litsea veitchiana","Gamble",2350844,0,0
"Litsea verticillata","Hance",2350851,0,0
"Litsea verticillifolia","Yen C.Yang & P.H.Huang",2350836,0,0
"Litsea viridis","H.Liu",2350848,0,0
"Litsea wilsonii","Gamble",2350889,0,0
"Litsea yaoshanensis","Yen C.Yang & P.H.Huang",2350893,0,0
"Litsea yunnanensis","Yen C.Yang & P.H.Huang",2350894,0,0
"Littledalea alaica","(Korsh.) Petrov ex Kom.",422736,0,0
"Littledalea przevalskyi","Tzvelev",422737,0,0
"Littledalea racemosa","Keng",422738,0,0
"Littledalea tibetica","Hemsl.",422739,0,0
"Litwinowia tenuissima","(Pall.) Woronow ex Pavlov",2338453,1,
"Livistona chinensis","(Jacq.) R.Br. ex Mart.",114913,131,55
"Livistona jenkinsiana","Griff.",114941,16,11
"Gagea delavayi","(Franch.) Sameer Patil",3291454,1,
"Gagea flavonutans","(H.Hara) Zarrei & Wilkin",466274,0,0
"Gagea ixiolirioides","(Baker ex Oliv.) Sameer Patil",3291466,0,0
"Gagea oxycarpa","(Franch.) Zarrei & Wilkin",3291556,1,1
"Gagea serotina","(L.) Ker Gawl.",307417,10,6
"Gagea tibetica","(Baker ex Oliv.) Sameer Patil",3291461,0,0
"Gagea triflora","(Ledeb.) Schult. & Schult.f.",307472,0,0
"Gagea yunnanensis","(Franch.) Sameer Patil",3291462,0,0
"Lobelia alsinoides","Lam.",352002,1,
"Lobelia chinensis","Lour.",352565,12,8
"Lobelia clavata","E.Wimm.",352556,0,0
"Lobelia nicotianifolia","Roth",353650,4,3
"Lobelia davidi","Franch.",352523,0,0
"Lobelia erectiuscula","H.Hara",353518,0,0
"Lobelia fangiana","(E.Wimm.) S.Y.Hu",353394,0,0
"Lobelia foliiformis","T.J.Zhang & D.Y.Hong",352383,0,0
"Lobelia hainanensis","E.Wimm.",353183,0,0
"Lobelia heyneana","Schult.",353167,3,2
"Lobelia iteophylla","C.Y.Wu",352750,0,0
"Lobelia melliana","E.Wimm.",352965,0,0
"Lobelia montana","Reinw. ex Blume",352990,4,3
"Lobelia nummularia","Lam.",353689,15,8
"Lobelia pleotricha","Diels",353064,0,0
"Lobelia pyramidalis","Wall.",353002,1,
"Lobelia seguinii","H.Lév. & Vaniot",352917,0,0
"Lobelia sessilifolia","Lamb.",352908,22,9
"Lobelia taliensis","Diels",353568,2,1
"Lobelia terminalis","C.B.Clarke",353556,0,0
"Lobelia zeylanica","L.",352668,4,2
"Loeseneriella concinna","A.C.Sm.",2339037,0,0
"Loeseneriella griseoramula","S.Y.Pao",2339014,0,0
"Loeseneriella lenticellata","S.Y.Bao",2339020,0,0
"Loeseneriella merrilliana","A.C.Sm.",2339023,0,0
"Loeseneriella yunnanensis","(Hu) A.C.Sm.",2339050,0,0
"Lomatogoniopsis alpina","T.N.Ho & S.W.Liu",2350066,0,0
"Lomatogoniopsis galeiformis","T.N.Ho & S.W.Liu",2350067,0,0
"Lomatogoniopsis ovatifolia","T.N.Ho & S.W.Liu",2350068,0,0
"Lomatogonium bellum","(Hemsl.) Harry Sm.",2350095,0,0
"Lomatogonium brachyantherum","(C.B.Clarke) Fernald",2350087,0,0
"Lomatogonium carinthiacum","(Wulfen) A.Braun",2350109,1,
"Lomatogonium chumbicum","(Burkill) Harry Sm.",2350111,0,0
"Lomatogonium forrestii","(Balf.f.) Fernald",2350115,0,0
"Lomatogonium gamosepalum","(Burkill) Harry Sm.",2350118,0,0
"Lomatogonium lijiangense","T.N.Ho",2350090,0,0
"Lomatogonium longifolium","Harry Sm.",2350093,0,0
"Lomatogonium macranthum","(Diels & Gilg) Fernald",2350104,0,0
"Lomatogonium micranthum","Harry Sm.",2350096,0,0
"Lomatogonium oreocharis","(Diels) C.Marquand",2350099,0,0
"Lomatogonium perenne","T.N.Ho & S.W.Liu ex J.X.Yang",2350100,1,1
"Lomatogonium rotatum","(L.) Fr.",2350101,0,0
"Lomatogonium sikkimense","(Burkill) Harry Sm.",2338035,0,0
"Lomatogonium stapfii","(Burkill) Harry Sm.",2338039,0,0
"Lomatogonium zhongdianense","S.W.Liu & T.N.Ho",2350022,0,0
"Lonicera acuminata","Wall.",2339028,154,24
"Lonicera angustifolia","Wall. ex DC.",2904491,1,
"Lonicera bournei","Hemsl.",2340062,0,0
"Lonicera caerulea","L.",2339990,159,40
"Lonicera calcarata","Hemsl.",2340176,1,1
"Lonicera chrysantha","Turcz. ex Ledeb.",2340202,78,26
"Lonicera confusa","DC.",2340196,15,9
"Lonicera crassifolia","Batalin",2340109,8,7
"Lonicera cyanocarpa","Franch.",2340173,4,2
"Lonicera elisae","Franch.",2340107,6,3
"Lonicera fargesii","Franch.",2340142,0,0
"Lonicera ferdinandi","Franch.",2340155,54,18
"Lonicera ferruginea","Rehder",2340156,3,3
"Lonicera fragrantissima","Lindl. & Paxton",2340140,127,34
"Lonicera gynochlamydea","Hemsl.",2339835,20,13
"Lonicera hildebrandtiana","Collett & Hemsl.",2339817,29,14
"Lonicera hispida","Pall. ex Schult.",2339822,40,15
"Lonicera humilis","Kar. & Kir.",2339779,1,1
"Lonicera hypoglauca","Miq.",2339729,2,2
"Lonicera hypoleuca","Decne.",2339733,0,0
"Lonicera japonica","Thunb.",2339716,413,84
"Lonicera kansuensis","(Batalin ex Rehder) Pojark.",2339746,0,0
"Lonicera kawakamii","(Hayata) Masam.",2339767,0,0
"Lonicera ligustrina","Wall.",2339860,13,7
"Lonicera litangensis","Batalin",2339924,1,1
"Lonicera longiflora","DC.",2339926,4,2
"Lonicera maackii","(Rupr.) Maxim.",2339929,135,28
"Lonicera macrantha","(D.Don) Spreng.",2339927,8,3
"Lonicera maximowiczii","(Rupr.) Regel",2339956,37,14
"Lonicera microphylla","Willd. ex Schult.",2339960,20,7
"Lonicera modesta","Rehder",2339950,4,3
"Lonicera mucronata","Rehder",2339864,0,0
"Lonicera nervosa","Maxim.",2339867,19,14
"Lonicera nigra","L.",2339845,93,21
"Lonicera oblata","K.S.Hao ex P.S.Hsu & H.J.Wang",2339891,0,0
"Lonicera oreodoxa","Harry Sm. ex Rehder",2339903,0,0
