"taxon_name","taxon_authors","accepted_plant_name_id","number_records","number_tdwg3"
"Clematis quinquefoliolata","Hutch.",2726629,0,0
"Clematis ranunculoides","Franch.",2726630,2,1
"Clematis rehderiana","Craib",2726639,42,14
"Clematis repens","Finet & Gagnep.",2726640,1,
"Clematis rubifolia","C.H.Wright",2726654,0,0
"Clematis serratifolia","Rehder",2726684,47,16
"Clematis shenlungchiaensis","M.Y.Fang",2726686,1,1
"Clematis shensiensis","W.T.Wang",2726687,0,0
"Clematis siamensis","Drumm. & Craib",2726688,1,1
"Clematis alpina subsp. sibirica","(L.) Kuntze",2725577,31,10
"Clematis sinii","W.T.Wang",2726717,0,0
"Clematis smilacifolia","Wall.",2726718,10,9
"Clematis songorica","Bunge",2726735,18,8
"Clematis subumbellata","Kurz",2726778,0,0
"Clematis tamurae","T.Y.A.Yang & T.C.Huang",2726786,0,0
"Clematis tangutica","(Maxim.) Korsh.",2726787,158,40
"Clematis tashiroi","Maxim.",2726792,3,2
"Clematis tengchongensis","W.T.Wang",2895831,0,0
"Clematis tenuipes","W.T.Wang",2726801,0,0
"Clematis teretipes","W.T.Wang",2726802,0,0
"Clematis terniflora","DC.",2726804,79,36
"Clematis tibetana","Kuntze",2726830,22,13
"Clematis tinghuensis","C.T.Ting",2726836,0,0
"Clematis tomentella","(Maxim.) W.T.Wang & L.Q.Li",2726837,0,0
"Clematis tongluensis","(Bruehl) Tamura",2726838,2,2
"Clematis tripartita","W.T.Wang",2726858,0,0
"Clematis tsaii","W.T.Wang",2726862,0,0
"Clematis tsugetorum","Ohwi",2726864,0,0
"Clematis heracleifolia var. tubulosa","(Turcz.) Kuntze",2890875,36,19
"Clematis uncinata","Champ. ex Benth.",2726877,4,3
"Clematis urophylla","Franch.",2726884,4,3
"Clematis vaniotii","H.Lév. & C.E.Porter",2726889,0,0
"Clematis venusta","M.C.Chang",2726896,0,0
"Clematis viridis","(W.T.Wang & M.C.Chang) W.T.Wang",2726962,0,0
"Clematis wenshanensis","W.T.Wang",2727001,0,0
"Clematis wissmanniana","Hand.-Mazz.",2727007,0,0
"Clematis xinhuiensis","R.J.Wang",2727009,0,0
"Clematis yuanjiangensis","W.T.Wang",2727011,0,0
"Clematis yui","W.T.Wang",2727012,0,0
"Clematis yunnanensis","Franch.",2727013,0,0
"Clematis zandaensis","W.T.Wang",2727017,0,0
"Clematis zygophylla","Hand.-Mazz.",2727024,0,0
"Clematoclethra scandens","(Franch.) Maxim.",2727067,0,0
"Orthosiphon aristatus var. aristatus",,273582,5,1
"Clerodendrum brachystemon","C.Y.Wu & R.C.Fang",42421,0,0
"Clerodendrum bracteatum","Wall. ex Walp.",42422,0,0
"Clerodendrum bungei","Steud.",42436,87,35
"Clerodendrum canescens","Wall. ex Walp.",42450,0,0
"Clerodendrum chinense","(Osbeck) Mabb.",42480,115,44
"Clerodendrum colebrookeanum","Walp.",42487,15,6
"Clerodendrum confine","S.L.Chen & T.D.Zhuang",42495,0,0
"Clerodendrum cyrtophyllum","Turcz.",42526,4,2
"Clerodendrum ervatamioides","C.Y.Wu",42577,0,0
"Clerodendrum fortunatum","L.",42612,9,6
"Clerodendrum garrettianum","Craib",42623,0,0
"Clerodendrum griffithianum","C.B.Clarke",42655,1,
"Clerodendrum hainanense","Hand.-Mazz.",42660,0,0
"Clerodendrum laevifolium","Blume",42747,28,18
"Clerodendrum indicum","(L.) Kuntze",42702,33,18
"Volkameria inermis","L.",214017,49,25
"Clerodendrum japonicum","(Thunb.) Sweet",42717,20,16
"Clerodendrum kaichianum","P.S.Hsu",42729,1,
"Clerodendrum kiangsiense","Merr. ex H.L.Li",42737,0,0
"Clerodendrum kwangtungense","Hand.-Mazz.",42745,1,
"Clerodendrum lindleyi","Decne. ex Planch.",42777,0,0
"Clerodendrum luteopunctatum","C.Pei & S.L.Chen",42803,0,0
"Clerodendrum mandarinorum","Diels",42822,0,0
"Clerodendrum paniculatum","L.",42921,28,17
"Clerodendrum peii","Moldenke",42929,0,0
"Rotheca serrata","(L.) Steane & Mabb.",180004,22,13
"Rotheca macrostachya","(Turcz.) Leerat. & Chantar.",526661,1,1
"Clerodendrum tibetanum","C.Y.Wu & S.K.Wu",43110,0,0
"Clerodendrum trichotomum","Thunb.",43122,208,36
"Clerodendrum villosum","Blume",43157,2,2
"Clerodendrum yunnanense","Hu",43179,0,0
"Clethra barbinervis","Siebold & Zucc.",43203,95,31
"Clethra bodinieri","H.Lév.",43206,0,0
"Clethra delavayi","Franch.",43249,24,13
"Clethra fabri","Hance",43258,2,1
"Clethra fargesii","Franch.",43265,28,14
"Clethra kaipoensis","H.Lév.",43289,1,1
"Clethra petelotii","Dop & Troch.-Marq.",43358,2,1
"Cleyera incornuta","Y.C.Wu",2727764,0,0
"Cleyera japonica","Thunb.",2727767,42,22
"Cleyera lipingensis","(Hand.-Mazz.) T.L.Ming",2606733,0,0
"Cleyera longicarpa","(Yamam.) Masam.",2727779,0,0
"Cleyera obovata","H.T.Chang",2727789,0,0
"Cleyera obscurinervia","(Merr. & Chun) H.T.Chang",2727790,0,0
"Cleyera pachyphylla","Chun ex Hung T.Chang",2727796,2,1
"Cleyera parvifolia","(Kobuski) Hu ex L.K.Ling",3004780,0,0
"Cleyera yangchunensis","L.K.Ling",2727810,0,0
"Clinacanthus nutans","(Burm.f.) Lindau",2727901,7,5
"Clinopodium chinense","(Benth.) Kuntze",43482,2,1
"Clinopodium gracile","(Benth.) Kuntze",43537,0,0
"Clinopodium discolor","(Diels) C.Y.Wu & S.J.Hsuan ex H.W.Li",43515,0,0
"Clinopodium laxiflorum","(Hayata) K.Mori",43576,0,0
"Clinopodium longipes","C.Y.Wu & S.J.Hsuan ex H.W.Li",43582,0,0
"Clinopodium megalanthum","(Diels) C.Y.Wu & S.J.Hsuan ex H.W.Li",43590,0,0
"Clinopodium omeiense","C.Y.Wu & S.J.Hsuan ex H.W.Li",43630,0,0
"Clinopodium polycephalum","(Vaniot) C.Y.Wu & S.J.Hsuan",43647,0,0
"Hyptis radicans","(Pohl) Harley & J.F.B.Pastore",473477,0,0
"Clinopodium chinense subsp. grandiflorum","(Maxim.) H.Hara",43487,0,0
"Clintonia udensis","Trautv. & C.A.Mey.",302690,5,2
"Clitoria hanceana","Hemsl.",2728010,0,0
"Clitoria mariana","L.",2728047,9,5
"Cnesmone hainanensis","(Merr. & Chun) Croizat",44143,0,0
"Cnesmone mairei","(H.Lév.) Croizat",44150,0,0
"Cnesmone tonkinensis","(Gagnep.) Croizat",44155,0,0
"Cnestis palala","(Lour.) Merr.",2728893,0,0
"Cnidium dauricum","(Jacq.) Fisch. & C.A.Mey.",2728952,4,3
"Cnidium japonicum","Miq.",2728962,1,1
"Cnidium monnieri","(L.) Cusson",2728972,15,10
"Kadenia salina","(Turcz.) Lavrova & V.N.Tikhom.",2334251,0,0
"Conioselinum sinchianum","(K.T.Fu) Pimenov & Kljuykov",2734137,0,0
"Pachygone laurifolia","(DC.) L.Lian & Wei Wang",3297789,57,25
"Nephroia orbiculata","(L.) L.Lian & Wei Wang",3293800,53,21
"Cochlianthus gracilis","Benth.",2729994,0,0
"Cochlianthus montanus","(Diels) Harms",2729996,0,0
"Cocos nucifera","L.",44645,210,84
"Codonacanthus pauciflorus","(Nees) Nees",2730108,0,0
"Codonopsis affinis","Hook.f. & Thomson",367769,2,2
"Codonopsis alpina","Nannf.",367772,1,1
"Codonopsis argentea","P.C.Tsoong",367773,0,0
"Codonopsis benthamii","Hook.f. & Thomson",367774,2,1
"Codonopsis bhutanica","Ludlow",367775,5,2
"Codonopsis bulleyana","Forrest ex Diels",367779,6,4
"Codonopsis canescens","Nannf.",367780,2,2
"Codonopsis cardiophylla","Diels ex Kom.",367781,7,3
"Codonopsis chimiliensis","J.Anthony",367784,0,0
"Codonopsis chlorocodon","C.Y.Wu",367785,0,0
"Codonopsis clematidea","(Schrenk) C.B.Clarke",367786,65,18
"Pseudocodon convolvulaceus","(Kurz) D.Y.Hong & H.Sun",523095,12,6
"Codonopsis cordifolioidea","P.C.Tsoong",367799,0,0
"Codonopsis deltoidea","Chipp",367800,2,2
"Himalacodon dicentrifolius","(C.B.Clarke) D.Y.Hong & Qiang Wang",521018,4,2
"Codonopsis farreri","J.Anthony",367804,0,0
"Codonopsis foetens","Hook.f. & Thomson",367807,1,1
"Pseudocodon graminifolius","(H.Lév.) D.Y.Hong",521972,0,0
"Codonopsis henryi","Oliv.",367818,1,1
"Pseudocodon hirsutus","(Hand.-Mazz.) D.Y.Hong",521954,0,0
"Codonopsis kawakamii","Hayata",367826,2,2
"Codonopsis lanceolata","(Siebold & Zucc.) Benth. & Hook.f. ex Trautv.",367827,35,16
"Codonopsis meleagris","Diels",367847,8,2
"Codonopsis micrantha","Chipp",367848,0,0
"Codonopsis pilosula","(Franch.) Nannf.",367867,20,12
"Pankycodon purpureus","(Wall.) D.Y.Hong & X.T.Ma",521683,2,2
"Pseudocodon rosulatus","(W.W.Sm.) D.Y.Hong",521952,0,0
"Codonopsis rotundifolia","Benth.",367877,9,4
"Codonopsis subglobosa","W.W.Sm.",367881,0,0
"Codonopsis subscaposa","Kom.",367882,4,3
"Codonopsis subsimplex","Hook.f. & Thomson",367883,3,2
"Codonopsis thalictrifolia","Wall.",367885,3,1
"Codonopsis tsinlingensis","Pax & K.Hoffm.",367888,0,0
"Codonopsis tubulosa","Kom.",367889,2,1
"Codonopsis ussuriensis","(Rupr. & Maxim.) Hemsl.",367890,8,4
"Codonopsis viridiflora","Maxim.",367893,8,4
"Codonopsis viridis","Wall.",367895,4,2
"Coelachne simpliciuscula","(Wight & Arn. ex Steud.) Munro ex Benth.",405553,0,0
"Coelogyne barbata","Lindl. ex Griff.",44947,10,7
"Coelogyne calcicola","Kerr",44971,1,1
"Coelogyne corymbosa","Lindl.",45002,6,3
"Coelogyne cristata","Lindl.",45006,48,23
"Coelogyne fimbriata","Lindl.",45041,37,15
"Coelogyne flaccida","Lindl.",45043,41,21
"Coelogyne fuscescens","Lindl.",45053,11,8
"Coelogyne gongshanensis","H.Li ex S.C.Chen",45069,0,0
"Coelogyne leucantha","W.W.Sm.",45117,0,0
"Coelogyne fimbriata var. leungiana","(S.Y.Hu) P.J.Cribb & S.W.Gale",472119,0,0
"Coelogyne longipes","Lindl.",45127,2,2
"Coelogyne malipoensis","Z.H.Tsi",45144,1,1
"Coelogyne nitida","(Wall. ex D.Don) Lindl.",45173,12,8
"Coelogyne occultata","Hook.f.",45175,2,2
"Coelogyne ovalis","Lindl.",45183,37,18
"Coelogyne prolifera","Lindl.",45220,9,5
"Coelogyne punctulata","Lindl.",45227,5,3
"Coelogyne raizadae","S.K.Jain & S.Das",45240,0,0
"Coelogyne rigida","C.S.P.Parish & Rchb.f.",45254,4,2
"Coelogyne sanderae","Kraenzl. ex O'Brien",45265,2,2
"Coelogyne schultesii","S.K.Jain & S.Das",45270,2,2
"Coelogyne stricta","(D.Don) Schltr.",45288,11,6
"Coelogyne suaveolens","(Lindl.) Hook.f.",45289,2,2
"Coelogyne taronensis","Hand.-Mazz.",45295,0,0
"Coelogyne viscosa","Rchb.f.",45333,15,8
"Coelogyne zhenkangensis","S.C.Chen & K.Y.Lang",45344,0,0
"Angelica nakaiana","(Kitag.) Pimenov",2639183,0,0
"Angelica saxatilis","Ledeb.",2639253,0,0
"Coldenia procumbens","L.",2730779,6,4
"Coleanthus subtilis","(Tratt.) Seidel ex Roem. & Schult.",405667,3,3
"Colebrookea oppositifolia","Sm.",45827,6,4
"Coleus bracteatus","Dunn",45867,0,0
"Coleus carnosifolius","(Hemsl.) Dunn",45877,0,0
"Coleus parishii","(Hook.f.) A.J.Paton",533169,0,0
"Coleus xanthanthus","C.Y.Wu & Y.C.Huang",46158,0,0
"Collabium chinense","(Rolfe) Tang & F.T.Wang",46174,1,1
"Collabium formosanum","Hayata",46178,0,0
"Colocasia affinis","Schott",46263,17,15
"Colocasia esculenta","(L.) Schott",46275,282,110
"Colocasia fallax","Schott",46281,9,7
"Leucocasia gigantea","(Blume) Schott",111946,32,21
"Colocasia menglaensis","J.T.Yin, H.Li & Z.F.Xu",233653,1,1
"Colona floribunda","(Kurz) Craib",2731395,0,0
"Colona thorelii","(Gagnep.) Burret",2731417,0,0
"Catabrosella humilis","(M.Bieb.) Tzvelev",403785,1,
"Paracolpodium tibeticum","(Bor) E.B.Alexeev",431032,0,0
"Paracolpodium wallichii","(Stapf) E.B.Alexeev",431033,0,0
"Colquhounia coccinea","Wall.",46336,21,13
"Colquhounia compta","W.W.Sm.",46339,0,0
"Colquhounia elegans","Wall. ex Benth.",46343,0,0
"Colquhounia seguinii","Vaniot",46349,0,0
"Colquhounia vestita","Wall.",46354,7,5
"Colubrina asiatica","(L.) Brongn.",2731459,20,15
"Colubrina javanica","Miq.",2731510,2,1
"Coluria henryi","Batalin",2943861,0,0
"Coluria longifolia","Maxim.",2943865,1,1
"Coluria oligocarpa","(J.Krause) Bolle",2943867,0,0
"Coluria omeiensis","T.C.Ku",2943868,0,0
"Colutea delavayi","Franch.",2732095,0,0
"Colutea nepalensis","Sims",2732132,4,2
"Comanthosphace japonica","(Miq.) S.Moore",46382,14,12
"Comanthosphace nanchuanensis","C.Y.Wu & H.W.Li",46385,0,0
"Comanthosphace ningpoensis","(Hemsl.) Hand.-Mazz.",46387,0,0
"Comarum palustre","L.",2943891,70,17
"Farinopsis salesoviana","(Stephan) Chrtek & Soják",2948463,25,12
"Comastoma cyananthiflorum","(Franch.) Holub",2732301,0,0
"Comastoma disepalum","H.W.Li ex T.N.Ho",2732305,0,0
"Comastoma falcatum","(Turcz.) Toyok.",2732306,0,0
"Comastoma henryi","(Hemsl.) Holub",2732307,0,0
"Comastoma jigzhiense","T.N.Ho & J.Q.Liu",2732309,0,0
"Comastoma muliense","(C.Marquand) T.N.Ho",2732313,0,0
"Comastoma pedunculatum","(Royle ex G.Don) Holub",2732315,0,0
"Comastoma polycladum","(Diels & Gilg) T.N.Ho",2732316,0,0
"Comastoma pulmonarium","(Turcz.) Toyok.",2732318,0,0
"Comastoma stellariifolium","(Franch.) Holub",2732323,0,0
"Comastoma tenellum","(Rottb.) Toyok.",2732324,1,1
"Comastoma traillianum","(Forrest) Holub",2732325,0,0
"Combretum alfredi","Hance",2732383,2,1
"Combretum griffithii","Van Heurck & Müll.Arg.",2732644,0,0
"Combretum latifolium","Blume",2732728,4,4
"Combretum pilosum","Roxb. ex G.Don",2732920,2,2
"Combretum punctatum","Blume",2732953,2,2
"Combretum roxburghii","Spreng.",2732996,3,1
"Combretum sundaicum","Miq.",2733060,1,1
"Combretum wallichii","DC.",2733138,0,0
"Commelina auriculata","Blume",233723,0,0
"Commelina benghalensis","L.",233742,27,14
"Commelina communis","L.",233794,45,19
"Commelina diffusa","Burm.f.",233842,15,14
"Commelina maculata","Edgew.",234025,0,0
"Commelina paludosa","Blume",234091,2,1
"Commelina suffruticosa","Blume",234226,1,1
"Commelina undulata","R.Br.",234254,2,2
"Commersonia bartramia","(L.) Merr.",2733279,14,9
"Commicarpus chinensis","(L.) Heimerl",2733340,2,1
"Commicarpus lantsangensis","D.Q.Lu",2733355,0,0
"Conandron ramondioides","Siebold & Zucc.",2733843,7,4
"Pinalia japonica","(Maxim.) Ormerod",474319,1,1
"Porpax parviflora","(D.Don) Ormerod & Kurzweil",548824,3,3
"Porpax pusilla","(Griff.) Schuit., Y.P.Ng & H.A.Pedersen",530891,0,0
"Eria rhomboidalis","Tang & F.T.Wang",71493,0,0
"Congea chinensis","Moldenke",46537,0,0
"Congea tomentosa","Roxb.",46556,17,11
"Connarus paniculatus","Roxb.",2734382,2,1
"Connarus yunnanensis","G.Schellenb.",2734491,0,0
"Iljinskaea planisiliqua","(Fisch. & C.A.Mey.) Al-Shehbaz, ?züdo?ru & D.A.German",3274569,1,1
"Delphinium rugulosum","Boiss.",2760331,0,0
"Convallaria majalis","L.",303076,313,66
"Convolvulus ammannii","Desr.",483716,0,0
"Convolvulus arvensis","L.",483761,45,26
"Convolvulus fruticosus","Pall.",483970,0,0
"Convolvulus gortschakovii","Schrenk ex Fisch. & C.A.Mey.",484009,0,0
"Convolvulus lineatus","L.",484566,22,11
"Convolvulus pseudocantabrica","Schrenk ex Fisch. & C.A.Mey.",484754,3,3
"Convolvulus steppicola","Hand.-Mazz.",485017,0,0
"Convolvulus tragacanthoides","Turcz.",484490,1,1
"Coptis chinensis","Franch.",2736105,3,2
"Coptis deltoidea","C.Y.Cheng & P.K.Hsiao",2736110,1,1
"Coptis omeiensis","(F.H.Chen) C.Y.Cheng",2736123,2,2
"Coptis quinquefolia","Miq.",2736126,4,3
"Coptis quinquesecta","W.T.Wang",2736133,0,0
"Coptis teeta","Wall.",2736135,2,2
"Coptosapelta diffusa","(Champ. ex Benth.) Steenis",46995,0,0
"Corallodiscus conchifolius","Batalin",2736258,0,0
"Corallodiscus kingianus","(Craib) B.L.Burtt",2736268,1,1
"Corallodiscus lanuginosus","(Wall. ex R.Br.) B.L.Burtt",2736270,1,1
"Corallorhiza trifida","Chatel.",47090,3,1
"Corchoropsis crenata","Siebold & Zucc.",2736290,1,1
"Corchorus aestuans","L.",2736302,18,13
"Corchorus trilocularis","L.",2736497,27,13
"Cordia cochinchinensis","Gagnep.",2736659,0,0
"Cordia dichotoma","G.Forst.",2736712,25,12
"Cordia furcans","I.M.Johnst.",2736783,0,0
"Cordia subcordata","Lam.",2737258,16,8
"Corethrodendron fruticosum","(Pall.) B.H.Choi & H.Ohashi",2737517,2,1
"Corethrodendron lignosum","(Trautv.) L.R.Xu & B.H.Choi",2899533,0,0
"Corethrodendron multijugum","(Maxim.) B.H.Choi & H.Ohashi",2737519,47,16
"Corethrodendron scoparium","(Fisch. & C.A.Mey.) Fisch. & Basiner",2737520,0,0
"Coriaria intermedia","Matsum.",47209,1,1
"Coriaria napalensis","Wall.",47221,31,14
"Coriaria terminalis","Hemsl.",47235,18,9
"Corispermum candelabrum","Iljin",2737641,0,0
"Corispermum chinganicum","Iljin",2737644,0,0
"Corispermum confertum","Bunge ex Maxim.",2737647,0,0
"Corispermum declinatum","Stephan ex Iljin",2737650,0,0
"Corispermum dilutum","(Kitag.) C.P.Tsien & C.G.Ma",2737652,0,0
"Corispermum dutreuilii","Iljin",2737654,0,0
"Corispermum elongatum","Bunge ex Maxim.",2737656,0,0
"Corispermum falcatum","Iljin",2737660,0,0
"Corispermum heptapotamicum","Iljin",2737668,0,0
"Corispermum huanghoense","C.P.Tsien & C.G.Ma",2737672,0,0
"Corispermum lehmannianum","Bunge",2737696,0,0
"Corispermum lepidocarpum","Grubov",2737697,0,0
"Corispermum lhasaense","C.P.Tsien & C.G.Ma",2737700,0,0
"Corispermum macrocarpum","Bunge ex Maxim.",2737701,0,0
"Corispermum mongolicum","Iliin",2737713,0,0
"Corispermum aralocaspicum subsp. aralocaspicum",,3263102,1,1
"Corispermum pamiricum","Iljin",2737726,0,0
"Corispermum patelliforme","Iljin",2737729,0,0
"Corispermum platypterum","Kitag.",2737736,0,0
"Corispermum praecox","C.P.Tsien & C.G.Ma",2737738,0,0
"Corispermum pseudofalcatum","C.P.Tsien & C.G.Ma",2737739,0,0
"Corispermum puberulum","Iljin",2737740,0,0
"Corispermum retortum","W.Wang & P.Y.Fu",2737745,0,0
"Corispermum stauntonii","Moq.",2737756,1,1
"Corispermum stenolepis","Kitag.",2737759,0,0
"Corispermum tibeticum","Iljin",2737767,0,0
"Corispermum tylocarpum","Hance",2737769,0,0
"Cornulaca alaschanica","C.P.Tsien & G.L.Chu",2737859,0,0
"Cornus alba","L.",47268,479,63
"Cornus austrosinensis","W.P.Fang & W.K.Hu",47290,0,0
"Cornus bretschneideri","L.Henry",47296,46,17
"Cornus canadensis","L.",47300,108,24
"Cornus capitata","Wall.",47307,138,25
"Cornus chinensis","Wangerin",47317,9,7
"Cornus controversa","Hemsl.",47330,177,41
"Cornus walteri","Wangerin",47545,77,26
"Cornus capitata subsp. angustata","(Chun) Q.Y.Xiang",47308,13,10
"Cornus hemsleyi","C.K.Schneid. & Wangerin",47385,28,13
"Cornus hongkongensis","Hemsl.",47393,6,4
"Cornus koehneana","Wangerin",47412,0,0
"Cornus kousa","Bürger ex Hance",47414,399,58
"Cornus macrophylla","Wall.",47430,62,21
"Cornus multinervosa","(Pojark.) Q.Y.Xiang",47448,1,1
"Cornus oblonga","Wall.",47453,3,1
"Cornus officinalis","Siebold & Zucc.",47459,127,36
"Cornus oligophlebia","Merr.",47461,0,0
"Cornus papillosa","W.P.Fang & W.K.Hu",47465,0,0
"Cornus parviflora","S.S.Chien",47466,0,0
"Cornus quinquenervis","Franch.",47486,15,10
"Cornus schindleri","Wangerin",47502,2,2
"Cornus ulotricha","C.K.Schneid. & Wangerin",47536,1,
"Cornus wilsoniana","Wangerin",47548,8,5
"Cortia depressa","(D.Don) C.Norman",2738332,1,1
"Cortiella caespitosa","R.H.Shan & M.L.Sheh",2738346,0,0
"Cortiella cortioides","(C.Norman) M.F.Watson",2738348,0,0
"Cortiella hookeri","(C.B.Clarke) C.Norman",2738351,0,0
"Primula matthioli","(L.) V.A.Richt.",2565286,74,17
"Corybas puniceus","T.P.Lin & W.M.Lin",462555,0,0
"Corybas sinii","Tang & F.T.Wang",47783,0,0
"Corybas taiwanensis","T.P.Lin & S.Y.Leu",47791,0,0
"Corybas taliensis","Tang & F.T.Wang",47792,0,0
"Corydalis acropteryx","Fedde",2738395,0,0
"Corydalis acuminata","Franch.",2738396,0,0
"Corydalis adiantifolia","Hook.f. & Thomson",2738398,0,0
"Corydalis adoxifolia","C.Y.Wu",2738400,0,0
"Corydalis adunca","Maxim.",2738401,0,0
"Corydalis aeaeae","X.F.Gao, Lidén, Y.W.Wang & Y.L.Peng",2606752,0,0
"Corydalis aeditua","Lidén & Z.Y.Su",2606753,0,0
"Corydalis alaschanica","(Maxim.) Peschkova",2738411,0,0
"Corydalis ampelos","Lidén & Z.Y.Su",2895854,0,0
"Corydalis amphipogon","Lidén",2895855,0,0
"Corydalis amplisepala","Z.Y.Su & Lidén",2606754,0,0
"Corydalis anaginova","Lidén & Z.Y.Su",2738445,0,0
"Corydalis ananke","Lidén",2895856,0,0
"Corydalis anethifolia","C.Y.Wu & Z.Y.Su",2738446,0,0
"Corydalis angusta","Z.Y.Su & Lidén",2895857,0,0
"Corydalis anthocrene","Lidén & Van De Veire",2606755,0,0
"Corydalis anthriscifolia","Franch.",2738450,3,3
"Corydalis appendiculata","Hand.-Mazz.",2738451,0,0
"Corydalis aquilegioides","Z.Y.Su",2738453,0,0
"Corydalis atuntsuensis","W.W.Sm.",2738460,0,0
"Corydalis auricilla","Lidén & Z.Y.Su",2895858,0,0
"Corydalis auriculata","Lidén & Z.Y.Su",2738475,0,0
"Corydalis balansae","Prain",2738477,2,2
"Corydalis balsamiflora","Prain",2738481,0,0
"Corydalis barbisepala","Hand.-Mazz. & Fedde",2738482,0,0
"Corydalis benecincta","W.W.Sm.",2738483,0,0
"Corydalis bibracteolata","Z.Y.Su",2738486,0,0
"Corydalis bijiangensis","C.Y.Wu & H.Chuang",2738490,0,0
"Corydalis bimaculata","C.Y.Wu & T.Y.Shu",2738492,0,0
"Corydalis borii","C.E.C.Fisch.",2738502,0,0
"Corydalis brachyceras","Lidén & Van De Veire",2606756,0,0
"Corydalis foetida","C.Y.Wu & Z.Y.Su",2738738,0,0
"Corydalis brevirostrata","C.Y.Wu & T.Y.Shu",2738514,0,0
"Corydalis brunneovaginata","Fedde",2738515,0,0
"Corydalis bulbifera","C.Y.Wu",2738518,0,0
"Corydalis bulbilligera","Z.Y.Wu",2738519,0,0
"Corydalis bulleyana","Diels",2738527,0,0
"Corydalis bungeana","Turcz.",2738529,2,1
"Corydalis buschii","Nakai",2738531,13,6
"Corydalis hannae","Kanitz",2738807,2,1
"Corydalis calycosa","X.Zhuang",2738539,2,2
"Corydalis capitata","X.F.Gao, Lidén, Y.W.Wang & Y.L.Peng",2606757,2,1
"Corydalis capnoides","(L.) Pers.",2738546,25,12
"Corydalis caput-medusae","Z.Y.Su & Lidén",2738548,0,0
"Corydalis carinata","Lidén & Z.Y.Su",2895861,0,0
"Corydalis cashmeriana","Royle",2738557,12,6
"Corydalis casimiriana","Duthie & Prain",2738562,0,0
"Corydalis cataractarum","Lidén",2895863,0,0
"Corydalis caudata","(Lam.) Pers.",2738567,0,0
"Corydalis cavei","D.G.Long",2738572,0,0
"Corydalis chamdoensis","C.Y.Wu & H.Chuang",2738575,0,0
"Corydalis changuensis","D.G.Long",2738578,0,0
"Corydalis cheilanthifolia","Hemsl.",2738580,56,19
"Corydalis cheilosticta","Z.Y.Su & Lidén",2606758,0,0
"Corydalis cheirifolia","Franch.",2738581,0,0
"Corydalis chingii","Fedde",2738586,0,0
"Corydalis chrysosphaera","Marquand & Airy Shaw",2738592,0,0
"Corydalis conspersa","Maxim.",2738603,0,0
"Corydalis cornuta","Royle",2738604,1,1
"Corydalis corymbosa","C.Y.Wu & T.Y.Shu",2738606,0,0
"Corydalis crispa","Prain",2738613,0,0
"Corydalis crista-galli","Maxim.",2738616,0,0
"Corydalis cristata","Maxim.",2738617,0,0
"Corydalis cryptogama","Z.Y.Su & Lidén",2606761,0,0
"Corydalis curviflora","Maxim. ex Hemsl.",2738624,1,1
"Corydalis cytisiflora","(Fedde) Lidén ex C.Y.Wu, H.Chuang & Z.Y.Su",2738640,0,0
"Corydalis dajingensis","C.Y.Wu & T.Y.Shu",2738641,0,0
"Corydalis dasyptera","Maxim.",2738643,0,0
"Corydalis davidii","Franch.",2738645,1,1
"Corydalis decumbens","(Thunb.) Pers.",2738648,1,1
"Corydalis degensis","C.Y.Wu & H.Chuang",2738651,0,0
"Corydalis delavayi","Franch.",2738652,0,0
"Corydalis delicatula","D.G.Long",2738653,0,0
"Corydalis delphinioides","Fedde",2738654,0,0
"Corydalis densispica","C.Y.Wu",2738657,2,1
"Corydalis diffusa","Lidén",2738660,0,0
"Corydalis dolichocentra","Z.Y.Su & Lidén",2606762,0,0
"Corydalis dongchuanensis","Z.Y.Su & Lidén",2895869,0,0
"Corydalis dorjii","D.G.Long",2738667,0,0
"Corydalis drakeana","Prain",2738668,0,0
"Corydalis dubia","Prain",2738671,0,0
"Corydalis duclouxii","H.Lév. & Vaniot",2738672,0,0
"Corydalis dulongjiangensis","X.Zhuang",2738673,0,0
